VDS_CD,TRFFCVLM,OCCPNCY,SPD_AVG,Start or End,point,geometry,length,count,black-spot
0010VDS30110,4296523,9.439,58.438,S,392,"LINESTRING (127.1060120267855 37.237318413263026, 127.10399384622829 37.250682465259324)",1494,0,0
0010VDS30200,25587878,12.016,81.476,S,390.5,"LINESTRING (127.10399465833326 37.25067203395714, 127.10395257041934 37.258781284066906)",900,2,0.078162011
0010VDS30300,0,0,0,S,391.4,"LINESTRING (127.10395257042461 37.25878128305322, 127.10392457848468 37.264187443126346)",600,1,0
0010VDS30400,28616293,5.426,77.341,S,392.5,"LINESTRING (127.10392457847962 37.264187444100514, 127.10390118519798 37.26869257416151)",500,1,0.034945127
0010VDS30450,33291441,12.357,74.834,S,393.2,"LINESTRING (127.10390118520206 37.26869257337574, 127.10386849461034 37.27499975346109)",700,0,0
0010VDS30500,30013981,6.707,68.59,S,394,"LINESTRING (127.10386849460949 37.27499975362169, 127.10383110536536 37.28220794371927)",800,0,0
0010VDS30600,20333210,5.825,74.726,S,395,"LINESTRING (127.10383110536405 37.2822079439683, 127.1037843188143 37.291218174090325)",1000,1,0.049180626
0010VDS30650,27483289,4.844,82.494,S,397.4,"LINESTRING (127.10378431881611 37.291218173739544, 127.10367205112108 37.31284266403242)",2400,2,0.072771494
0010VDS30700,27230684,4.619,82.885,S,398.9,"LINESTRING (127.10367205112243 37.31284266377276, 127.10360187133054 37.32635793395584)",1500,2,0.073446558
0010VDS30800,25786540,4.702,81.744,S,399.7,"LINESTRING (127.10360187132842 37.32635793436263, 127.10356438211161 37.33356606446035)",800,2,0.077559843
0010VDS30900,26849225,4.734,80.728,S,401,"LINESTRING (127.10356438211693 37.33356606343985, 127.10350359964781 37.3452792535985)",1300,0,0
0010VDS30920,4892248,8.119,60.39,S,406.6,"LINESTRING (127.10350359964498 37.34527925414238, 127.10343331988548 37.35879444432563)",1500,1,0.20440501
0010VDS31000,26670585,4.447,82.879,S,402.5,"LINESTRING (127.10343331988797 37.35879444384474, 127.10334434554541 37.375913644076775)",1900,5,0.187472453
0010VDS31010,383542,3.835,79.045,S,406.7,"LINESTRING (127.10334434537208 37.37591367604535, 127.10330365618158 37.38312172614613)",800,0,0
0010VDS31201,22605584,8.069,99.021,S,404.4,"LINESTRING (127.10330260518934 37.38313359399595, 127.10130442207073 37.3947323059608)",1299,1,0.044236858
0010VDS31210,340697,5.125,48.305,S,407.8,"LINESTRING (127.10130421766235 37.39473343892048, 127.101136218952 37.39562442908465)",100,0,0
0010VDS31301,18632917,6.6775,98.83625,S,405.2,"LINESTRING (127.1011362204842 37.395624420956096, 127.10096832177393 37.396515411120234)",100,0,0
0010VDS31400,13425236,5.798,101.959,S,406.5,"LINESTRING (127.10095722180023 37.396542996689305, 127.09546883019192 37.405118501350216)",1069,2,0.148973173
0010VDS31501,21519090,6.947,84.723,S,408.2,"LINESTRING (127.09545544234048 37.40513478947903, 127.09258464334204 37.407917261576564)",400,1,0.046470367
0010VDS31650,7525317,7.508,82.389,S,410.3,"LINESTRING (127.09258550592934 37.40791641518461, 127.07773161185526 37.4226690861511)",2100,1,0.132884768
0010VDS31700,24175683,6.402,84.27,S,411.4,"LINESTRING (127.07773161214206 37.42266908586633, 127.0699487152415 37.43039592161383)",1100,1,0.041363878
0010VDS32000,23834067,6.02,87.244,S,412.5,"LINESTRING (127.0699488256765 37.43039581181389, 127.06217962881813 37.438131637559756)",1100,0,0
0010VDS32151,25677690,7.131,83.391,S,413.2,"LINESTRING (127.06218822646194 37.438121802681316, 127.05810843082723 37.44352137600944)",700,0,0
0010VDS32251,25539687,6.772,88.054,S,414.3,"LINESTRING (127.05810504506994 37.443525587644956, 127.05111405041913 37.45171144313765)",1099,2,0.078309495
0010VDS32351,22896279,6.759,88.405,S,415.3,"LINESTRING (127.05111145809232 37.45171435259601, 127.04438496194051 37.458954797727884)",1000,4,0.174700876
0010VDS32400,0,0,0,S,416.9,"LINESTRING (127.04438414545632 37.45895566552076, 127.03409055077294 37.46975803330187)",1506,2,0
0010VDS32500,0,0,0,S,418.4,"LINESTRING (127.03410186287425 37.46974347528964, 127.02668067493371 37.481698651658554)",1480,0,0
0010VDS32501,0,0,0,S,419.43,"LINESTRING (127.02668795178839 37.48168372247844, 127.02354986320049 37.49032936540672)",999,0,0
0010VDS32502,0,0,0,S,421.01,"LINESTRING (127.02354935229808 37.49033073220072, 127.01825127018961 37.5041024771147)",1599,2,0
0010VDS32503,0,0,0,S,422.37,"LINESTRING (127.0182545099587 37.50409175557216, 127.01572942628458 37.515465858038)",1282,5,0
