VDS_CD,TRFFCVLM,OCCPNCY,SPD_AVG,Start or End,point,geometry,length,count,black-spot
0010VDE13800,2338592,2.101428571,98.69571429,E,193.6,"LINESTRING (128.1644533499578 36.12995123597465, 128.15567845968522 36.1309173047927)",797,0,0
0010VDE13900,5293437,2.751,90.772,E,194.4,"LINESTRING (128.15573504656743 36.130923056083894, 128.13554906468758 36.12430188283012)",1960,0,0
0010VDE14100,5434199,2.353,94.652,E,196.4,"LINESTRING (128.13547183722648 36.12430004742839, 128.12706314522202 36.12660407488472)",799,0,0
0010VDE14200,3563489,2.142857143,96.96428571,E,197.2,"LINESTRING (128.12704220969786 36.126611853213866, 128.118438115099 36.13073172915524)",899,0,0
0010VDE14300,5763656,2.233,95.213,E,198.1,"LINESTRING (128.11846645617564 36.13072215476843, 128.10682306809701 36.133194101953315)",1083,0,0
0010VDE14400,3764726,2.271428571,93.69857143,E,199.2,"LINESTRING (128.10684583706197 36.133191270905435, 128.09686254842885 36.133582100357)",900,0,0
0010VDE14500,5344444,2.627,91.01,E,200.1,"LINESTRING (128.09685836560368 36.13358232814683, 128.08357738059797 36.13450924696481)",1200,0,0
0010VDE14600,2436933,2.364,95.844,E,201.3,"LINESTRING (128.08356244670765 36.13451112493484, 128.0727522580967 36.13648846265309)",997,0,0
0010VDE14700,1227575,2.83,90.26,E,202.3,"LINESTRING (128.07274637771917 36.136489675684274, 128.0631260873905 36.138702203194)",900,0,0
0010VDE14800,1159836,2.16,96.69333333,E,203.2,"LINESTRING (128.06312608727129 36.13870220322142, 128.0524362980211 36.14115966045689)",1000,0,0
0010VDE14900,5045444,2.402,97.076,E,204.2,"LINESTRING (128.05242676309868 36.14116223492473, 128.0421418723772 36.14436438146832)",992,0,0
0010VDE15000,5354981,2.237,97.728,E,205.2,"LINESTRING (128.04211026918637 36.1443794757817, 128.03360127126908 36.1501674007543)",999,1,0.186742026
0010VDE15100,5178266,2.307,97.495,E,206.2,"LINESTRING (128.03359275081536 36.150173841646925, 128.02588795024772 36.156641506574005)",998,1,0.193114838
0010VDE15200,5015720,2.373,96.775,E,207.2,"LINESTRING (128.0258847119833 36.15664434385166, 128.01851241033125 36.163387428809486)",1000,0,0
0010VDE15300,5632159,2.335,95.487,E,208.2,"LINESTRING (128.01848986076968 36.16341938106539, 128.01544935158728 36.17100673848929)",885,0,0
0010VDE15400,5085243,2.372,93.359,E,209.1,"LINESTRING (128.01544542457566 36.171019763556636, 128.0139823149099 36.17812941231163)",800,1,0.196647437
0010VDE15500,5368782,2.688,92.137,E,209.9,"LINESTRING (128.01399946673962 36.178094251146945, 128.00793566180442 36.1854696565598)",984,0,0
0010VDE15600,4924510,2.408,91.384,E,210.9,"LINESTRING (128.00793554489672 36.185469799031175, 128.0030814409011 36.19139697535405)",789,0,0
0010VDE15700,0,0,0,E,211.7,"LINESTRING (128.003063817786 36.191435154748326, 128.00133590297807 36.202148713293255)",1199,1,0
0010VDE15800,4383012,2.488,93.205,E,212.9,"LINESTRING (128.00134602712308 36.20212120474696, 127.99676011950814 36.20981921101752)",949,0,0
0010VDE15900,5273441,2.176,95.084,E,213.9,"LINESTRING (127.9968471813306 36.20976888498119, 127.98592209357183 36.21081977370544)",989,0,0
0010VDE16000,5789086,2.459,96.456,E,214.9,"LINESTRING (127.98591657588373 36.210820418180894, 127.97606358667068 36.212175856586576)",899,0,0
0010VDE16100,5078395,2.754,96.112,E,215.8,"LINESTRING (127.97608596124397 36.212174637332964, 127.96521997369508 36.21187626757889)",978,0,0
0010VDE16200,4399690,2.698,96.145,E,216.8,"LINESTRING (127.96524279593774 36.21187882985137, 127.95665790496194 36.21016564166972)",795,0,0
0010VDE16300,5218186,2.124,96.268,E,217.6,"LINESTRING (127.95662191638712 36.21016334688575, 127.94450523011703 36.210993935851846)",1093,0,0
0010VDE16400,5124830,1.719,99.621,E,218.7,"LINESTRING (127.94446870839906 36.211001643632194, 127.93342651748453 36.2150531193907)",1090,0,0
0010VDE16500,5069116,2.243,98.947,E,219.8,"LINESTRING (127.9334044481451 36.215063865479316, 127.92637035065184 36.21946029152012)",799,0,0
0010VDE16600,5494549,2.362,86.553,E,220.6,"LINESTRING (127.92640671158526 36.21944523535428, 127.91410302387179 36.22239648206839)",1154,0,0
0010VDE16700,4921396,2.445,93.863,E,221.8,"LINESTRING (127.91415682468984 36.22239459225853, 127.90128273860986 36.220267354530485)",1181,0,0
0010VDE16800,3398915,2.353,94.221,E,223,"LINESTRING (127.90130104937273 36.22027173584423, 127.89036625933605 36.21680344944008)",1056,0,0
0010VDE16900,5126531,2.23,99.228,E,224.1,"LINESTRING (127.89028585799436 36.21680322418915, 127.87990816741394 36.22002797072258)",999,0,0
0010VDE17000,4955380,1.826,101.498,E,225.1,"LINESTRING (127.87986353071985 36.220053471172655, 127.87420042912349 36.225405447236476)",782,1,0.201800871
0010VDE17100,5094176,2.292,95.833,E,225.9,"LINESTRING (127.87420134729668 36.22540459055633, 127.86772434577988 36.23137091610117)",882,0,0
0010VDE17200,5027670,2.733,90.636,E,226.8,"LINESTRING (127.86776969263015 36.23134578598481, 127.85944240036318 36.23381178331659)",797,0,0
0010VDE17300,3583079,2.946,98.373,E,227.6,"LINESTRING (127.8593834319195 36.2338525173019, 127.85417232540537 36.24141469316097)",961,0,0
0010VDE17400,5035165,2.458,98.926,E,228.6,"LINESTRING (127.85415836161745 36.24145389493629, 127.85351424762996 36.251352454422985)",1100,0,0
0010VDE17500,4959907,2.501,95.05,E,229.7,"LINESTRING (127.85352592218906 36.251316755741556, 127.84872071476985 36.25906968183802)",963,0,0
0010VDE17600,4448296,2.585,90.444,E,230.7,"LINESTRING (127.84875703649654 36.25903589405458, 127.84051124052367 36.263637169735404)",900,0,0
0010VDE17700,4988166,2.791,88.874,E,231.6,"LINESTRING (127.84049891704612 36.2636451447287, 127.83152721808635 36.27034665913498)",1097,1,0.200474483
0010VDE17800,4986347,2.701,93.272,E,232.7,"LINESTRING (127.83156238062149 36.2703288952637, 127.82229718900344 36.273243362138494)",893,0,0
0010VDE17900,5361572,2.098,91.081,E,233.6,"LINESTRING (127.82230046004256 36.27324238083175, 127.80980257185017 36.276811636953866)",1191,0,0
0010VDE17951,5255125,0.331,88.638,E,234.81,"LINESTRING (127.8097919323709 36.27681518525268, 127.79874474121235 36.281051840865246)",1098,1,0.190290431
0010VDE17952,5379882,0.335,91.356,E,235.96,"LINESTRING (127.79880891911125 36.28104416321836, 127.78502763445752 36.279369465028225)",1252,1,0.185877683
0010VDE17953,5277846,0.327,87.56,E,237.22,"LINESTRING (127.78508307596759 36.279389833100765, 127.77319957900285 36.27123677014621)",1399,0,0
0010VDE17955,5373593,0.311,87.332,E,238.65,"LINESTRING (127.77316830969949 36.271221638273, 127.76189211995029 36.267633812018694)",1089,0,0
0010VDE17956,5407970,0.323,88.818,E,239.77,"LINESTRING (127.7618291764836 36.26762937967642, 127.7467039927801 36.27012353683911)",1387,0,0
0010VDE17957,5408642,0.351,93.754,E,241.11,"LINESTRING (127.74669533435991 36.27012525903975, 127.73798444315491 36.27216022678818)",815,0,0
0010VDE18540,5355165,4.048,86.2,E,242.4,"LINESTRING (127.73797567075552 36.27216259950168, 127.73373717463302 36.2734697381014)",408,0,0
0010VDE18561,5347599,3.688,89.933,E,242.8,"LINESTRING (127.73376237430763 36.27346459510227, 127.72364738562919 36.27453437385827)",917,0,0
0010VDE18562,5334446,3.717,89.761,E,243.7,"LINESTRING (127.72365112640067 36.27453403036638, 127.71483353639047 36.27522131955595)",796,0,0
0010VDE18563,5414800,3.481,91.989,E,244.5,"LINESTRING (127.71483181193405 36.27522146488508, 127.70581032210413 36.27603894392987)",816,0,0
0010VDE18564,5343488,3.411,93.673,E,245.3,"LINESTRING (127.70578951811777 36.27604248165671, 127.6982191255973 36.277955929560434)",713,0,0
0010VDE18565,5343913,3.45,93.35,E,246,"LINESTRING (127.6982124537217 36.277957805650516, 127.68973596146127 36.28058772284008)",816,0,0
0010VDE18566,5345027,3.408,93.891,E,246.8,"LINESTRING (127.6897794852775 36.28058180450487, 127.67855109817184 36.28028022480994)",1009,0,0
0010VDE18700,5155379,3.6,103.642,E,247.8,"LINESTRING (127.67856013005375 36.28028076619141, 127.6673136427415 36.279232317339286)",1017,0,0
0010VDE18800,3803037,3.237,89.297,E,248.8,"LINESTRING (127.66727963376863 36.27923338459545, 127.65615724583361 36.28098504261364)",1018,0,0
0010VDE18900,5461929,4.298,93.81,E,249.8,"LINESTRING (127.65613348912369 36.28099107904341, 127.6429206002744 36.28571794411)",1298,0,0
0010VDE19000,5540570,4.699,89.297,E,251.1,"LINESTRING (127.64288555398564 36.28573773512067, 127.63658465360987 36.29101188095895)",814,0,0
0010VDE19100,5558712,5.476,75.47,E,251.9,"LINESTRING (127.63663248419577 36.29098825982194, 127.62817569264465 36.29305685755625)",794,0,0
0010VDE19200,5400257,4.548,78.183,E,252.7,"LINESTRING (127.62816956066717 36.293058515924905, 127.57244871271472 36.309581818222206)",5330,2,0.370352744
0010VDE19800,2971242,3.075,84.1275,E,258.3,"LINESTRING (127.57242693453297 36.30959055554351, 127.55462974469162 36.31881115670935)",1898,1,0.336559594
0010VDE19900,4952102,2.799,99.636,E,260.2,"LINESTRING (127.554618161879 36.31881804730607, 127.54608966408642 36.32461258226029)",1000,0,0
0010VDE20000,4032193,3.11375,91.19625,E,261.2,"LINESTRING (127.5460915685746 36.324611317240695, 127.53740617134338 36.3302507822385)",1000,0,0
0010VDE20100,6679894,3.415,96.274,E,262.2,"LINESTRING (127.53740700137719 36.33025024859551, 127.53390590258135 36.332479146603134)",400,0,0
0010VDE20110,5482719,3.67,94.42,E,262.6,"LINESTRING (127.53389075984879 36.33249080487156, 127.52316595724773 36.3424571174301)",1466,0,0
0010VDE20203,7296814,3.43,99.303,E,265.1,"LINESTRING (127.52316317227817 36.34245980904032, 127.51696486983332 36.34869229459663)",888,0,0
0010VDE20300,5154954,2.951,105.541,E,264.2,"LINESTRING (127.51702238580656 36.3486618304578, 127.50740929570357 36.350781518129054)",894,0,0
0010VDE20400,7502215,3.498,98.822,E,266,"LINESTRING (127.50743920776928 36.35077834719356, 127.49754651917456 36.35073429724323)",888,0,0
0010VDE20500,7182215,3.467,94.201,E,266.9,"LINESTRING (127.49760818698465 36.350749689871584, 127.48928079132743 36.34620917415574)",901,0,0
0010VDE20600,0,0,0,E,267.8,"LINESTRING (127.48921394240742 36.346193851207204, 127.47071236368286 36.3468050305191)",1662,4,0
0010VDE20750,0,0,0,E,269.5,"LINESTRING (127.4706468281732 36.34682500641063, 127.4645902300587 36.350786442906774)",699,0,0
0010VDE20780,0,0,0,E,270.2,"LINESTRING (127.46458435407234 36.350790568380894, 127.45803935481567 36.35571961427616)",803,0,0
0010VDE20800,8398381,4.811,97.746,E,271,"LINESTRING (127.45802572235617 36.35573195526287, 127.45073081824236 36.36370078986263)",1100,0,0
0010VDE20900,7510348,4.82,90.854,E,272.1,"LINESTRING (127.45075058790688 36.363684157463, 127.4406822911342 36.37022516165992)",1159,0,0
0010VDE21000,13141130,7.384,98.43,E,273.3,"LINESTRING (127.44070545799865 36.37021356661534, 127.4309159660933 36.37386001285191)",967,0,0
0010VDE21100,12169207,9.809,86.191,E,274.3,"LINESTRING (127.43085970814462 36.37390719646389, 127.42661299919884 36.382140312844136)",990,0,0
0010VDE21200,12214309,5.87,89.546,E,275.3,"LINESTRING (127.42661057115016 36.382145456205635, 127.42369096309234 36.38894583365555)",799,0,0
0010VDE21210,3574829,9.31,79.668,E,278.3,"LINESTRING (127.423697056782 36.38893430115415, 127.41860834926663 36.396966106972094)",1001,2,0.55946732
0010VDE21310,4483924,19.931,66.144,E,278,"LINESTRING (127.41859640923002 36.39701408313271, 127.41935029793865 36.40498439381129)",887,0,0
0010VDE21350,11758835,6.564,93.284,E,276.1,"LINESTRING (127.41935491334024 36.4050040544445, 127.42034261013175 36.40759648531051)",301,0,0
0010VDE21400,7232538,5.349,86.144,E,277.1,"LINESTRING (127.42033927412156 36.40758518729428, 127.42219976212279 36.416354118969934)",987,0,0
0010VDE21510,990523,15.98571429,64.79142857,E,282.1,"LINESTRING (127.4222029188186 36.41631282009493, 127.41721300221718 36.42966687567005)",1548,1,1.009567673
0010VDE21600,11645859,7.89,79.96,E,279.3,"LINESTRING (127.4172108335271 36.429712273619614, 127.41960952177406 36.438539625765536)",1003,2,0.171734863
0010VDE21700,8535459,6.594,85.208,E,280.9,"LINESTRING (127.41960721423261 36.438526773626485, 127.41976811167105 36.44032975377134)",201,0,0
0010VDE21800,14788228,10.086,88.506,E,281.9,"LINESTRING (127.41976892329359 36.44031063902302, 127.41820441088836 36.44924300757851)",1001,0,0
0010VDE21900,7210259,5.822222222,88.78777778,E,283.1,"LINESTRING (127.41820532479193 36.44923858583194, 127.41651141517768 36.45634148428502)",803,1,0.138691273
0010VDE22000,18085460,6.469,100.238,E,283.9,"LINESTRING (127.41651290608172 36.456380960621836, 127.41988639231073 36.466992963619916)",1216,1,0.055293037
0010VDE22100,17133675,6.017,86.857,E,285.2,"LINESTRING (127.41992648167107 36.46704201853618, 127.42788178464465 36.47198013301422)",899,0,0
0010VDE22200,9672715,5.578,82.459,E,286.1,"LINESTRING (127.42784169634439 36.47193110786913, 127.43061228505371 36.48062960033396)",997,0,0
0010VDE22300,13842830,7.084,87.172,E,287.1,"LINESTRING (127.43060892998258 36.48060224043735, 127.42981781321987 36.492338269689924)",1304,2,0.144479127
0010VDE22400,14894602,7.216,78.703,E,288.4,"LINESTRING (127.42981783804237 36.4923379144292, 127.42936082901983 36.498656353998065)",702,0,0
0010VDE22500,13714797,10.562,83.689,E,289.1,"LINESTRING (127.42936082375297 36.49865642732258, 127.42891011472584 36.50497517689709)",702,0,0
0010VDE22600,15426641,8.883,86.299,E,289.8,"LINESTRING (127.42890995113136 36.504982113400544, 127.42912703819731 36.513990493587)",1000,1,0.064822925
0010VDE22700,8659506,5.863,88.037,E,290.8,"LINESTRING (127.4291318651707 36.51401501343445, 127.43203275557786 36.521700235988526)",892,0,0
0010VDE22710,701596,16.12666667,31.34166667,E,293,"LINESTRING (127.4320289497775 36.52166166426969, 127.43009903397588 36.532974112485846)",1267,1,1.425321695
0010VDE22800,15884966,8.02,92.192,E,291.7,"LINESTRING (127.4300987099274 36.53299663019948, 127.43149599598401 36.542877951468185)",1104,0,0
0010VDE23000,17279216,5.859,101.815,E,294.1,"LINESTRING (127.43149543697872 36.542872574660024, 127.43239301769223 36.556328285468794)",1495,0,0
0010VDE23010,626805,1.808,92.367,E,296.6,"LINESTRING (127.4323946262863 36.55630745743906, 127.43041951416316 36.56515201562824)",997,0,0
0010VDE23100,13980152,6.406,86.531,E,295.6,"LINESTRING (127.43041975154554 36.56515098699773, 127.42767873587684 36.576655154490176)",1300,2,0.143059961
0010VDE23300,18323122,5.949,91.048,E,297.9,"LINESTRING (127.42767686183407 36.576667741091335, 127.4271282489158 36.585662480569894)",999,0,0
0010VDE23400,16991163,6.145,90.237,E,298.9,"LINESTRING (127.42713898990364 36.58562812224594, 127.41968297723503 36.59824140600059)",1551,0,0
0010VDE23500,11652939,6.153,98.776,E,300.5,"LINESTRING (127.4197118419949 36.598211270778954, 127.40783844508394 36.60627980369782)",1389,0,0
0010VDE23600,9075247,5.594,93.376,E,301.9,"LINESTRING (127.40784467295373 36.60627586755803, 127.40059197617654 36.61053401360882)",803,1,0.110189838
0010VDE23610,237215,8.778,70.586,E,305.2,"LINESTRING (127.40058997212397 36.61053521794674, 127.38723527732932 36.61874789045294)",1503,0,0
0010VDE23700,10518757,8.621,90.475,E,302.7,"LINESTRING (127.38719987667609 36.61878488163003, 127.38292706759547 36.62704603796058)",993,1,0.095068267
0010VDE23800,11743379,5.913,88.345,E,304.2,"LINESTRING (127.38292332151423 36.62705442511558, 127.38096831504942 36.63221939337138)",599,0,0
0010VDE23900,8902822,5.702,93.908,E,305.8,"LINESTRING (127.38096830000073 36.63221943315883, 127.377713589214 36.64083073025373)",999,1,0.112323935
0010VDE24000,8835649,7.256,102.759,E,306.8,"LINESTRING (127.37771399801048 36.640829672163775, 127.37331188422112 36.651980018249255)",1298,0,0
0010VDE24100,8981686,6.158,84.14,E,308.1,"LINESTRING (127.37331115808301 36.65198193039095, 127.37079124933527 36.65888990813247)",799,0,0
0010VDE24200,9934369,11.258,82.805,E,308.9,"LINESTRING (127.37078860876797 36.658931875046974, 127.37440708730453 36.674543808304016)",1762,0,0
0010VDE24300,13421020,7.663,88.179,E,310.7,"LINESTRING (127.37442722570205 36.67447354069379, 127.36470792023324 36.6850226334427)",1458,0,0
0010VDE24400,13655692,8.407,81.721,E,312.2,"LINESTRING (127.36471568542608 36.68501509907713, 127.35412948408668 36.69421818186849)",1392,1,0.073229537
0010VDE24500,10935489,5.931,92.787,E,313.7,"LINESTRING (127.35411205412159 36.69423821500179, 127.34703924366437 36.70530964914088)",1382,0,0
0010VDE24600,11258338,6.429,88.676,E,315.1,"LINESTRING (127.34702764270014 36.70534012120026, 127.3453527268009 36.71654730961942)",1253,0,0
0010VDE24700,11788318,8.314,87.661,E,316.5,"LINESTRING (127.34542809449601 36.71647266461081, 127.33060050907785 36.72050015024529)",1398,1,0.084829744
0010VDE24800,6584301,9.19,85.936,E,317.9,"LINESTRING (127.33060127672681 36.72049994427819, 127.30847529868322 36.726362617914305)",2081,0,0
0010VDE24900,13777372,16.689,85.524,E,320,"LINESTRING (127.30845981062309 36.72636778337631, 127.29747961920104 36.73083131880488)",1099,2,0.145165566
0010VDE25000,14481558,6.271,117.151,E,321.1,"LINESTRING (127.29749853957708 36.730825295387135, 127.28397045347884 36.73402254189116)",1259,0,0
0010VDE25100,14319029,7.066,102.706,E,322.4,"LINESTRING (127.28402305528951 36.73402049937625, 127.26535967589878 36.731143642707174)",1697,1,0.069837138
0010VDE25200,11980038,8.425,91.762,E,324.1,"LINESTRING (127.26528609430002 36.731152552785375, 127.25265450373438 36.736547947319806)",1277,0,0
0010VDE25300,13091572,8.54,97.359,E,325.4,"LINESTRING (127.25265840017006 36.73654636089535, 127.23093901785725 36.74496258221106)",2153,0,0
0010VDE25310,310566,3.685714286,66.32428571,E,329.9,"LINESTRING (127.23092925756065 36.74496685517405, 127.21940236486023 36.75062576962636)",1206,0,0
0010VDE25450,14785551,7.678,93.65,E,327.6,"LINESTRING (127.21934971869004 36.750690457730194, 127.21783630618405 36.759552036283566)",993,0,0
0010VDE25500,11249268,7.341,89.813,E,328.9,"LINESTRING (127.21789799417054 36.759483361725714, 127.20024150837196 36.76644409456671)",1756,0,0
0010VDE25610,0,0,0,E,332.6,"LINESTRING (127.20028456709342 36.766435042531384, 127.19023027881546 36.766885292065936)",899,1,0
0010VDE25700,0,0,0,E,331.7,"LINESTRING (127.19020807417576 36.766888102210686, 127.18274108207548 36.768463450487324)",689,0,0
0010VDE25810,0,0,0,E,334,"LINESTRING (127.1826798920209 36.76849652758212, 127.17806688956276 36.77343958414045)",686,1,0
0010VDE25900,0,0,0,E,333.3,"LINESTRING (127.17804934380763 36.773467341662844, 127.17412493083914 36.783787078109725)",1198,0,0
0010VDE26100,7403158,6.904,96.026,E,335.2,"LINESTRING (127.17412863532388 36.783778804318516, 127.17026112707018 36.79125071095682)",898,0,0
0010VDE26200,784222,8.33,48.33,E,336.1,"LINESTRING (127.17025900711774 36.79125512994123, 127.166515797032 36.79971193661022)",996,1,1.275149129
0010VDE26300,20976536,7.837,87.27,E,337.1,"LINESTRING (127.16651076578339 36.79972766291074, 127.16508055592733 36.80678089154769)",793,0,0
0010VDE26310,2522433,6.432,56.268,E,340.2,"LINESTRING (127.16507932861764 36.80680122336625, 127.16609191037807 36.81937749421473)",1399,0,0
0010VDE26350,23455819,6.112,93.438,E,337.9,"LINESTRING (127.16609698213502 36.81939907298886, 127.16912057258283 36.827016735622415)",887,2,0.085266688
0010VDE26400,22714318,7.4,106.811,E,339.3,"LINESTRING (127.16913025509206 36.82703435685219, 127.17416014911038 36.834046830879544)",898,0,0
0010VDE26500,25063976,9.9,80.381,E,341.1,"LINESTRING (127.17414652526584 36.83401585041257, 127.17606561149124 36.843790972110476)",1098,1,0.0398979
0010VDE26600,26640790,8.557,87.701,E,342.2,"LINESTRING (127.17607312261326 36.84381207843497, 127.18566700239678 36.86201227656695)",2194,0,0
0010VDE26700,25769324,7.626,95.159,E,344.4,"LINESTRING (127.18565909339041 36.86198899697218, 127.18684088321235 36.86912689801581)",799,0,0
0010VDE26750,6263145,5.39,89.654,E,345.2,"LINESTRING (127.18684086349924 36.86912677834865, 127.18815735203582 36.87715894951127)",899,0,0
0010VDE26800,20599171,12.552,75.958,E,346.1,"LINESTRING (127.18815640689033 36.877148669964015, 127.1888965542522 36.913106220408224)",3991,0,0
0010VDE26900,19404237,13.146,89.541,E,350.1,"LINESTRING (127.18889654112243 36.91310416392877, 127.1888261279295 36.92210557380163)",999,0,0
0010VDE27000,22665249,7.88,85.405,E,351.1,"LINESTRING (127.18882615375342 36.922108154561364, 127.18920203396456 36.93560723481996)",1498,1,0.044120407
0010VDE27100,18030636,14.818,89.7,E,352.6,"LINESTRING (127.1892027598154 36.935594792010264, 127.1872993409784 36.948712250157655)",1466,0,0
0010VDE27150,20510278,10.26,98.734,E,354.1,"LINESTRING (127.18731678356549 36.94867348839341, 127.17629857407356 36.96225049972718)",1798,1,0.048756043
0010VDE27200,18304546,7.845,106.633,E,355.9,"LINESTRING (127.17629855743704 36.962250520228906, 127.16834175057507 36.97205731396719)",1299,0,0
0010VDE27300,18491945,6.975,91.218,E,357.2,"LINESTRING (127.1683417460118 36.972057319590974, 127.15915933809349 36.98337268236199)",1498,0,0
0010VDE27310,119345,4.575,97.64,E,360.5,"LINESTRING (127.15914822417157 36.983390360170574, 127.1540691112885 36.99431020565766)",1293,3,25.13720726
0010VDE27400,6125500,7.758888889,91.06333333,E,358.7,"LINESTRING (127.15406682409287 36.994315645080874, 127.15276831969994 36.99776233389642)",400,0,0
0010VDE27500,14746691,10.163,87.815,E,360,"LINESTRING (127.15276828205106 36.997762434034804, 127.15244488095102 36.998624413739634)",100,0,0
0010VDE27600,14428977,12.19666667,83.89,E,360.4,"LINESTRING (127.15244492203878 36.99862430447801, 127.14984661325222 37.005517342107396)",799,1,0.069304983
0010VDE27610,2342451,3.252,81.726,E,365,"LINESTRING (127.1498499585752 37.005509719698395, 127.14565604909667 37.01385043601209)",998,0,0
0010VDE27700,15388715,7.909,87.488,E,361.3,"LINESTRING (127.1456526986108 37.01385806988681, 127.14209398656716 37.02329881663738)",1095,0,0
0010VDE27710,2091825,5.683,64.513,E,365.1,"LINESTRING (127.14209153761148 37.023306525617464, 127.13842951820261 37.03740642216007)",1598,1,0.478051462
0010VDE27800,21409251,12.23,78.586,E,362.3,"LINESTRING (127.13842951972984 37.0374064162819, 127.13820051851643 37.03828766606563)",100,0,0
0010VDE27900,24304862,10.961,97.42,E,363.4,"LINESTRING (127.13819905470112 37.0382946711807, 127.13635833803916 37.0498891593823)",1297,2,0.082288062
0010VDE28200,26131757,15.599,87.651,E,366.4,"LINESTRING (127.13635773944598 37.049893945970396, 127.13553612631681 37.058871265132524)",999,1,0.038267614
0010VDE28300,24770513,10.826,95.787,E,367.4,"LINESTRING (127.13553611465643 37.05887139378482, 127.13489150414436 37.066053973126046)",799,0,0
0010VDE28400,24819741,11.721,90.996,E,368.2,"LINESTRING (127.13489825236937 37.066029055265176, 127.13027554053593 37.07600178114327)",1181,0,0
0010VDE28500,23488063,12.036,94.927,E,369.4,"LINESTRING (127.13027714594716 37.075998514561284, 127.12639503758528 37.08346675115905)",898,1,0.042574818
0010VDE28600,26737235,15.347,93.576,E,370.3,"LINESTRING (127.12639312396213 37.083470689813666, 127.12294671482194 37.09108695672798)",899,0,0
0010VDE28700,25786361,16.526,76.108,E,371.2,"LINESTRING (127.12294673251508 37.09108691766002, 127.11911172236448 37.09954784422597)",999,0,0
0010VDE28800,9581171,9.246,82.597,E,372.2,"LINESTRING (127.11911223987416 37.09954672574023, 127.11156372103353 37.11553210901655)",1897,1,0.104371376
0010VDE28900,23845419,13.673,89.151,E,374.1,"LINESTRING (127.111588507058 37.115500991135264, 127.10298460683248 37.122549225366726)",1094,0,0
0010VDE29000,22226373,12.358,88.486,E,375.2,"LINESTRING (127.10299008256885 37.122545032369096, 127.09293198447688 37.12974282609665)",1199,0,0
0010VDE29010,3321000,10.316,38.719,E,377.9,"LINESTRING (127.09290914146506 37.129765475004234, 127.0848188316707 37.14115267835031)",1454,1,0.301114122
0010VDE29100,23059349,11.088,89.628,E,376.4,"LINESTRING (127.08480446941854 37.14118998945176, 127.08392185659993 37.14993273854794)",973,1,0.043366359
0010VDE29300,12627089,18.27875,82.2075,E,378.98,"LINESTRING (127.08392816763094 37.14997057767647, 127.08850255522972 37.16012340163785)",1198,0,0
0010VDE29310,437841,3.844,49.544,E,382.5,"LINESTRING (127.08850291119165 37.16012418033998, 127.09085070507871 37.16518755236837)",599,1,2.283934122
0010VDE29400,25939463,11.16,84.653,E,380.1,"LINESTRING (127.09084788165825 37.165180614988856, 127.09599686231402 37.17981647952469)",1687,0,0
0010VDE29500,24112924,13.549,84.45,E,380.7,"LINESTRING (127.09599272294184 37.179788723609526, 127.09595122160988 37.18068795356265)",100,0,0
0010VDE29600,20301460,7.908,84.043,E,382.4,"LINESTRING (127.09595149760419 37.18068415251629, 127.09417947133377 37.19855503070113)",1990,2,0.098515082
0010VDE29610,562751,6.592,34.331,E,386,"LINESTRING (127.0941794891578 37.19856946689232, 127.09500047725778 37.20664388758992)",899,1,1.776984848
0010VDE29650,0,0,0,E,384.5,"LINESTRING (127.09500063447598 37.206645296726336, 127.09572142576306 37.212578897348415)",662,0,0
0010VDE29800,0,0,0,E,385.4,"LINESTRING (127.0957290086367 37.21260375743611, 127.09989569895417 37.22090519101175)",993,2,0
0010VDE29900,18241740,7.61125,84.475,E,387,"LINESTRING (127.09990329887566 37.22091751820808, 127.1056421923372 37.228671602810756)",1000,0,0
0010VDE30000,18531918,9.885,80.09375,E,388,"LINESTRING (127.10562648588929 37.22862702549137, 127.10578737296399 37.23730894556774)",964,0,0
0010VDE30010,535031,5.633,43.758,E,392,"LINESTRING (127.10578817324738 37.23729680663135, 127.10376995380466 37.250660854635)",1494,1,1.869050578
0010VDE30100,24601040,15.062,79.598,E,389,"LINESTRING (127.10376914166885 37.25067128593549, 127.10372702958276 37.25878053582568)",900,0,0
0010VDE30200,24518768,19.996,75.103,E,390.5,"LINESTRING (127.10372702957748 37.258780536839375, 127.1036990215174 37.26418669676623)",600,1,0.040785083
0010VDE30300,0,0,0,E,391.4,"LINESTRING (127.10369902152246 37.26418669579207, 127.10367561480408 37.26869182573105)",500,0,0
0010VDE30400,27643613,5.931,70.237,E,392.5,"LINESTRING (127.10367561480001 37.268691826516815, 127.10364290539177 37.27499900643143)",700,1,0.036174721
0010VDE30450,22174203,14.106,73.242,E,393.2,"LINESTRING (127.1036429053926 37.274999006270825, 127.10360549463672 37.28220719617323)",800,0,0
0010VDE30500,27283669,5.651,70.136,E,394,"LINESTRING (127.10360549463802 37.2822071959242, 127.10355868118782 37.29121742580214)",1000,2,0.073303924
0010VDE30600,18471484,4.871,76.252,E,395,"LINESTRING (127.10355868118599 37.29121742615292, 127.10344634888104 37.31284191585997)",2400,5,0.270687509
0010VDE30650,27565579,4.963,80.952,E,397.4,"LINESTRING (127.1034463488797 37.31284191611962, 127.10337612867153 37.326357185936494)",1500,1,0.036277127
0010VDE30700,26826447,4.448,82.401,E,398.9,"LINESTRING (127.10337612867363 37.326357185529695, 127.10333861789049 37.33356531543196)",800,0,0
